Date Published,Rating,Max Rating,Author,Country,Title,Review Body,Type Of Traveller,Seat Type,Date Flown,Aircraft,Route,From,Via,To,Verified,Recommended
2023-10-11,7.0,10.0,P Pearson,United Kingdom,"""Toilets were a mess"""," Colombo to Doha - aircraft used was an Airbus A330. Qatar really need to either renovate or replace these, as the cabin on this one was really showing its age and was very tired, including a non-functioning seat next to me (was only able to be in full recline mode) and the dated, but very large in flight entertainment boxes that take up about one third of the available space beneath the seat in front for window seats and aisle seats in the central block of three seats. Toilets were a mess, IFE was limited compared to more modern Qatar aircraft; vastly inferior to the Qatar A380s, 777s etc. Thankfully this is a relatively short flight - wouldn't have wanted to do long haul that's for sure! Food was great, but since Covid, the in flight food service has been economised/simplified.",Business,Economy Class,October 2023,A330,Colombo to Doha,Colombo,Direct,Doha,1.0,no
2023-10-11,10.0,10.0,P Pearson,United Kingdom,"""IFE is exceptional"""," Doha to London Heathrow, 10th October 2023. 777ER which is always a bit cramped now that most airlines have squeezed in 10 abreast - noticeably less spacious than the Qatar A380 which is also 10 abreast. Cabin was clean and well-maintained and took a while for the air conditioning to kick in after engine start up, but when it did, wow it was cold! I normally like a cool cabin, as its possible to get warm with a blanket etc., but impossible to cool down if the cabin is too warm, but this was a bit far on the cool side, even with a blanket - maybe it was just me though? IFE is exceptional on these updated/more modern cabins and aircraft was kept clean throughout, including the washrooms. Despite many airlines simplifying food provision since Covid, the food was great, particularly the dessert which as well as being tasty, had a white chocolate in the middle, complete with Qatar branding! Bang on time and unlike every recent experience at Heathrow (my record being a 2.5 hour wait), bags arrived promptly. Could fault anything on this trip aside from the usual gripe about the cramped 10 abreast 777 cabin; great service, clean aircraft, great food, on time departure and arrival.",Business,Economy Class,October 2023,Boeing 777ER,Doha to London Heathrow,Doha,Direct,London,1.0,Yes
2023-10-10,1.0,10.0,N Putul,Australia,"""Offered me 10,000 avios as compensation""","   Flew from Singapore - Doha - Milan Return, out bound flights were great but Doha to Singapore was bad, After three hours of sleep, I went to put the Qsuite up and it broke, got up out of my seat and tried to fix it and there was no interaction from the crew until I rang the bell. Flight attendant came and said that it was my fault as my shoes were under the seat. Seat was then adjusted to a ridiculous position which was uncomfortable to sit in. Breakfast came and flight attendant tried to set up table but could not be done due to position of seat, left me sitting there before I complained to the cabin services manager. They try to fix it, they managed to manually position seat for me but only a few hours to landing. Qatar complaints was hopeless saying staff did everything possible and they blamed turbulence on the flight for not attending to seat first. Offered me 10,000 avios as compensation.",Business,Business Class,September 2023,A350-1000,Doha to Singapore,Doha,Direct,Singapore,1.0,no
2023-10-07,8.0,10.0,Tony Halliwell,United Arab Emirates,"""spoiled by the ground staff at Doha""","   Wonderful experience spoiled by the ground staff at Doha. The flight from London Heathrow started out amazingly with the service at the premium check-in and passage through the security fast lane. The Qatar premium lounge at Heathrow is an oasis of calm and the food and drinks are excellent. Some of the staff lacked the polished 5 star touch. Service and comfort on our A380, although not the new q-suites, was excellent. Delicious food for breakfast and lunch. A stark contrast to the poor offerings on our outbound flight. The seats were comfortable. The Heathrow flight arrived at an A-Gate and the Dubai flight departed from C-gate. When we got to the C-gate we politely asked if there was a lounge close to the gate and received a very terse and rude no response from the Qatar Airways lady who was setting up the gate. Business/first passengers were made to hang around for 30 minutes whilst economy class passengers were bussed out to the plane. Not the service we paid for. Service on the flight to Dubai (A350) was good and the seats comfortable.",Couple Leisure,Business Class,October 2023,A380,London Heathrow to Dubai via Doha,London Heathrow,Doha,Dubai,1.0,Yes
2023-10-07,7.0,10.0,Tony Halliwell,United Arab Emirates,"""Excellent experience let down by delays""",   Excellent experience let down by delays on the flight from Dubai which meant we didn't have chance to try the lounge in Doha and limited food options on the night flight to Gatwick. The food was little more than snacks and not the 5 star service we expected. The food was a stark contrast to the morning return journey from Heathrow. The food on that flight was amazing. The seats on the 777 to Doha were the old style 2-2-2 seats but that didn't matter on such a short flight. On the flight to Gatwick the seats were comfortable but sadly not the new qsuites.,Couple Leisure,Business Class,September 2023,Boeing 787-8,Dubai to Gatwick via Doha,Dubai,Doha,London,1.0,no
2023-10-06,10.0,10.0,K Mansour,United Kingdom,"""five star customer service""","   Brilliant, five star customer service provided by Namvkwla, Tae Vi and Calvin onboard QR962 on 2nd October. Nothing was to much for them. Food was okay, seat was fine onboard the new A350-100.",Couple Leisure,Economy Class,October 2023,A350-1000,London Heathrow to Denpasar Bali via Doha,London Heathrow,Doha,Denpasar,1.0,Yes
2023-10-04,9.0,10.0,Ladislav Habart,Thailand,"""things went fairly smooth""","  Although it was very early morning, things went fairly smooth. I was moved further up as they needed my seat for someone with medical problems which I was totally ok with. However the seat 19D armrest was falling apart. Food was very nice, and had a nice sleep. Perhaps on those early morning flights would be nice to have a choice (sticker) saying whether I want to be woken up for food or whether I want to be left sleeping. In terms of inflight entertainment it would be nice to be able to watch Rugby World cup",Solo Leisure,Economy Class,October 2023,Boeing 777,Bangkok to Doha,Bangkok,Direct,Doha,1.0,Yes
2023-10-03,1.0,10.0,C Hardy,Australia,"""seating was simply just too small""","  The seats felt like auditorium seating, Ok for 20 minutes but leave your bottom numb for anything longer. The seating was simply just too small and packed in and the cushioning was basically non existent. Sitting on the isle I was kicked, bumped and stood on nearly every time a staff member came past. This was supposedly in a seat that gave me more leg room and I paid extra for.",Couple Leisure,Economy Class,September 2023,Boeing 777-300er,Manchester to Brisbane via Doha,Manchester,Doha,Brisbane,1.0,no
2023-10-03,10.0,10.0,Vahid Jahangiri,United States,"""exceptional service""","  I am writing to thank Qatar Airways for exceptional service during my flight from Washington to Kathmanda via Doha.  All flight attendants were welcoming, warm, and professional during both of my flights and provided first-class service. I have to say that Qatar Airways are simply the best airline in the world. Thank you very much.",Business,Economy Class,September 2023,A350 / Boeing 787,Washington to Kathmanda via Doha,Washington,Doha,Kathmandu,1.0,Yes
2023-09-30,3.0,10.0,Mohamed Redha Al Lawati,Oman,"""they use a small aircraft""","  
We flew from Vienna to Muscat via Doha. The aircraft in the 1st leg was Airbus 320, an old aircraft, seats with hardly any space between the rows. The screen was slow with poor resolution. The inflight program was very limited.  There were only 2 toilets for the economy cabin resulting in a long queue post-lunch. How can they use a small aircraft for an almost 5 hour 15 mins flight. A320 may be appropriate for a short flight but definitely not for this flight.",Family Leisure,Economy Class,September 2023,A320,Vienna to Muscat via Doha,Vienna,Doha,Muscat,1.0,no
